step,cmacd-v2-relabel-run1-train/token_acc_step
1,0.7230078189985027
10,0.7173562321103305
20,0.7222608624498813
30,0.7416002167685996
40,0.7263646736193126
50,0.7437905297932216
60,0.768814569806852
70,0.7812316485925694
80,0.8018195370883584
90,0.8234899936611428
100,0.8421581769436998
110,0.8533226941648253
120,0.8621234605970667
130,0.8585600424073758
140,0.8649383018713737
150,0.8665963860992436
160,0.8610816303488766
170,0.869567004377222
180,0.8702619469660346
190,0.8722290169698823
200,0.8723603288020222
210,0.8715088261320746
220,0.876950428384998
230,0.872177765075736
240,0.8732041624602004
250,0.8727923017968151
260,0.8721670136297577
270,0.8768638671717579
280,0.874069304141345
290,0.8713154567835518
300,0.8750577613478833
310,0.879604148061747
320,0.8856900931414056
330,0.8765646022750438
340,0.8793409331118829
350,0.8817964487852721
360,0.8755072493321642
370,0.8786031042128604
380,0.8796913041481005
390,0.8706131585258614
400,0.8823417020138331
410,0.8802122714843492
420,0.8852048363873055
430,0.8822989209458942
440,0.875475599669148
450,0.8847209515096066
460,0.8838825421701654
470,0.877764665575393
480,0.8788970058648009
490,0.8834934979528628
500,0.8873872870978515
510,0.8862560934235666
520,0.8828134812643919
530,0.8787358664635585
540,0.8829440682316243
550,0.8797905525846702
560,0.8849046494552815
570,0.8822592381364432
580,0.887267069887774
590,0.8859052122956719
600,0.8829565884895865
610,0.8845156244999284
620,0.8851420476902495
630,0.8901133439409119
640,0.8891533022934989
650,0.8820253276460318
660,0.8908139858195467
670,0.892214044836582
680,0.8861956622917249
690,0.8884407298958676
700,0.883735271445876
710,0.8836908356535038
720,0.8872903616892301
730,0.8803077741625228
740,0.88771753380866
750,0.8893156190688847
760,0.8863771243593203
770,0.8880599862626879
780,0.8910945832664491
790,0.8865264888993304
800,0.8885260140710501
810,0.8875317057759419
820,0.8892334122478054
830,0.8889769838863886
840,0.8850769819259826
850,0.8875602029043895
860,0.8870475910075498
870,0.8809208072603705
880,0.8925688225234005
890,0.8922657723747642
900,0.8821947548910765
910,0.8899512899152083
920,0.8850455717272598
930,0.8892923064440884
940,0.8938968008735451
950,0.8855601781197081
960,0.8877215611217442
970,0.8867241083676269
980,0.8937876140555232
990,0.8897765681927923
1000,0.8919423591987626
1010,0.8881965428445815
1020,0.8827665993693714
1030,0.8885355029585799
1040,0.8843222985633978
1050,0.8908395315868176
1060,0.8885411331777917
1070,0.894519719110394
1080,0.8863960840301855
1090,0.8890961197288814
1100,0.891557413182256
1110,0.8926060451581385
1120,0.8894827182648045
1130,0.8894041627288511
1140,0.8944045203739168
1150,0.8881297668922548
1160,0.8932450222149086
1170,0.8897437682773987
1180,0.8968242962141173
1190,0.8905270259544408
1200,0.8892750852649186
1210,0.8894422496077203
1220,0.8906036015779899
1230,0.8889163118816972
1240,0.8898706099815157
1250,0.8884959008852452
1260,0.8814854452054794
1270,0.8935257701200865
1280,0.8879368279569892
1290,0.8958644495336718
1300,0.8923096670089482
1310,0.8955332725615315
1320,0.8927150401504739
1330,0.8954938605297706
1340,0.8927806730497313
1350,0.8922383611325565
1360,0.8917889503648464
1370,0.8868628349935398
1380,0.8922153259502658
1390,0.8894360326476803
1400,0.8900474934036939
1410,0.8902626577110313
1420,0.8956558395456159
1430,0.8921805656752997
1440,0.8949756636739126
1450,0.8949283890709591
1460,0.8945858654540818
1470,0.8922474720017397
1480,0.8960937177742029
1490,0.8966058260551226
1500,0.888268156424581
1510,0.8902425418925854
1520,0.8953475323742622
1530,0.8923294597917102
1540,0.8935867321517545
1550,0.8903197710588528
1560,0.8987511326478351
1570,0.8910846281490421
1580,0.890058025498529
1590,0.8982877919379673
1600,0.8806551418247907
1610,0.8916601524840788
1620,0.896274255060559
1630,0.8959759559191852
1640,0.8945162812647475
1650,0.8942698259187621
1660,0.889844308523314
1670,0.8895869113260417
1680,0.8925484959756685
1690,0.8940553605340392
1700,0.8938591902918716
1710,0.8886172620009698
1720,0.8914634631449143
1730,0.8976247935983742
1740,0.8959584982263323
1750,0.9013630578478466
1760,0.8995282810915664
1770,0.8995163792316817
1780,0.8923216018347006
1790,0.8947338478751446
1800,0.8930627966695199
1810,0.8925102862303893
1820,0.8923237577333806
1830,0.8968472140595674
1840,0.8960003246819132
1850,0.8943020590239772
1860,0.8953919901036029
1870,0.8959979607443284
1880,0.893263324345693
1890,0.894239980492223
1900,0.9001279676070058
1910,0.8970448223719828
1920,0.890518336671189
1930,0.8947783406595573
1940,0.8945156205795578
1950,0.8850386233873995
1960,0.8911612856311809
1970,0.891943105787676
1980,0.8898537744114956
1990,0.8931875
2000,0.8930892918234691
2010,0.893620613657233
2020,0.8961055982025837
2030,0.8951162790697674
2040,0.8967173738991193
2050,0.8879879390432728
2060,0.8980301274623407
2070,0.90413386223144
2080,0.8987733534629175
2090,0.8912501022662194
2100,0.8922137404580153
2110,0.8926346727496052
2120,0.894711914665788
2130,0.8947974458285355
2140,0.8953865207967798
2150,0.9021948242692538
2160,0.8985675498548825
2170,0.8942813874666474
2180,0.8917109587373717
2190,0.8945143241765176
2200,0.8976038736782141
2210,0.8936962521167653
2220,0.894905856532286
2230,0.897028804717623
2240,0.8989028944911298
2250,0.904723621681495
2260,0.9055189270236408
2270,0.9083505530570074
2280,0.9074194398103432
2290,0.902117292875676
2300,0.9040836099029086
2310,0.9060705214744984
2320,0.905795751024972
2330,0.9036000822875953
2340,0.8984657659720632
2350,0.910242020343739
2360,0.9092194516098212
2370,0.9006239132658279
2380,0.9117272287886112
2390,0.9017027171969968
2400,0.9030066964714007
2410,0.8934249002917294
2420,0.8993453355155483
2430,0.9078585537782252
2440,0.9090995603433508
2450,0.9075333307865684
2460,0.9130797685668216
2470,0.9055094609920612
2480,0.9113286286218362
2490,0.904246849331029
2500,0.9064745222270536
2510,0.9015132285463244
2520,0.905112143867448
2530,0.9070933741340472
2540,0.9076195390436876
2550,0.9013935952963352
2560,0.9034088475868272
2570,0.9091746049640194
2580,0.9016618622917836
2590,0.9066507940073224
2600,0.9052908651458464
2610,0.8942106298449075
2620,0.905932535185147
2630,0.9067675550198652
2640,0.9017126484186764
2650,0.9044244119780334
2660,0.903942245024148
2670,0.9064624257972698
2680,0.909619461869686
2690,0.9093597572685024
2700,0.907755814876558
2710,0.9073486094640604
2720,0.904218695891304
2730,0.9071933328212612
2740,0.9036035837717656
2750,0.904356325048869
2760,0.9056844068951908
2770,0.9068189857877104
2780,0.9073441588271716
2790,0.908794964028777
2800,0.9053688360283308
2810,0.8951351313685252
2820,0.8999681236801211
2830,0.9042182109296076
2840,0.905986933704616
2850,0.9023485518341996
2860,0.9022618145059388
2870,0.907573023458724
2880,0.9081913643706858
2890,0.9051274422294951
2900,0.9088149688149688
2910,0.9058070964517742
2920,0.9081267297605916
2930,0.9026709834075272
2940,0.904062353349248
2950,0.9096443322175896
2960,0.9091718044873832
2970,0.899221292900993
2980,0.9033067082551792
2990,0.9085783189823542
3000,0.9101412297408992
3010,0.8955888671111538
3020,0.9084716567491388
3030,0.9113202873420856
3040,0.9120234105177196
3050,0.906018709439368
3060,0.9068542947084396
3070,0.9087915396484888
3080,0.9006323937199513
3090,0.9021481271900232
3100,0.9083331552287932
3110,0.9142631599214448
3120,0.9075779036827196
3130,0.9114127684187694
3140,0.9102827927106096
3150,0.9044259140474664
3160,0.8996297990932157
3170,0.9075370675453048
3180,0.9100018518137488
3190,0.9093598708983324
3200,0.909003721180036
3210,0.895205023507654
3220,0.9091562972020428
3230,0.9082264180600036
3240,0.9090390298583512
3250,0.9019717221995752
3260,0.90960306282359
3270,0.907455110235624
3280,0.9094087449106036
3290,0.9073421439060204
3300,0.9132532418001524
3310,0.9080720083315424
3320,0.904383335505452
3330,0.90635477582846
3340,0.9071457246085908
3350,0.9108887256702168
3360,0.8981485386529459
3370,0.9095766543362104
3380,0.905689712857452
3390,0.9089818534950588
3400,0.9069179858688848
3410,0.8960050214097303
3420,0.9118143911044584
3430,0.9105412774844812
3440,0.9041554212298976
3450,0.9072743648283518
3460,0.9067205444491706
3470,0.9082343804287846
3480,0.9064019448946516
3490,0.9122900370705403
3500,0.9132730690056384
3510,0.9083121765925696
3520,0.9034837360291074
3530,0.9120264429188916
3540,0.9090031198930324
3550,0.9084009618274722
3560,0.904857609417338
3570,0.9150689567645316
3580,0.9108791649939784
3590,0.9103275196659426
3600,0.9116525774904692
3610,0.8960764848576761
3620,0.9155535714285714
3630,0.905588053265188
3640,0.9107282380046078
3650,0.9079435146891808
3660,0.9144693409964662
3670,0.902892192865792
3680,0.9037603847835592
3690,0.9120119395123236
3700,0.9115718767597136
3710,0.905997040647576
3720,0.9081032947462157
3730,0.9051718874030652
3740,0.9129611672900216
3750,0.9064686634784798
3760,0.9085440591352228
3770,0.904179777191938
3780,0.9033965868039696
3790,0.9065364869820316
3800,0.908783212049416
3810,0.8967476949915377
3820,0.9111056519679236
3830,0.9152856764304204
3840,0.909779739233823
3850,0.9104005771026056
3860,0.9119788620181932
3870,0.913832149688881
3880,0.9171410731993976
3890,0.9097898110462258
3900,0.9086632767716012
3910,0.9065785455655891
3920,0.9118474791502214
3930,0.9047375517225348
3940,0.9051198738776844
3950,0.9122821559566489
3960,0.9113324883149806
3970,0.910047047283428
3980,0.9149186582888816
3990,0.90749670371068
4000,0.9085332663400744
4010,0.8973117476938246
4020,0.9051920996754936
4030,0.912574432110564
4040,0.9125255353822848
4050,0.9065153314856365
4060,0.9081478971346812
4070,0.9079472424076952
4080,0.90656587661206
4090,0.9156235418230508
4100,0.9101770297375076
4110,0.9079979751961528
4120,0.9041987829614604
4130,0.9136163706038926
4140,0.9063801797851349
4150,0.9055198169837514
4160,0.9092319792530238
4170,0.9099946361523332
4180,0.9070937059405316
4190,0.912685803825981
4200,0.911275415896488
4210,0.8968923960306796
4220,0.902238839998176
4230,0.906200317965024
4240,0.9095469046784812
4250,0.9039043583535108
4260,0.9122624641357228
4270,0.9086626381490022
4280,0.9064421390690696
4290,0.9088927114169132
4300,0.908432315696476
4310,0.9104890036465764
4320,0.9090054175610752
4330,0.907639785938365
4340,0.9144092998107596
4350,0.9092482966603374
4360,0.9040902056157416
4370,0.911602808599168
4380,0.9079632752482668
4390,0.9114505090969788
4400,0.9092318222079072
4410,0.8975933324836387
4420,0.9095339301431914
4430,0.9065747343194452
4440,0.9078531813279926
4450,0.911153528277382
4460,0.9098335447660784
4470,0.9143001282239926
4480,0.9191095822115865
4490,0.9191266375545852
4500,0.927300395657908
4510,0.9197586909589816
4520,0.9175028126650288
4530,0.9226065038634768
4540,0.9240862618485864
4550,0.9210907109165054
4560,0.917616016083096
4570,0.9306396584677492
4580,0.9219322424200131
4590,0.9187727057336914
4600,0.9204949568472496
4610,0.8976757719995389
4620,0.9188690487631422
4630,0.9199948769398254
4640,0.9251037052661184
4650,0.9265986661435858
4660,0.9181370728083208
4670,0.9261994046468474
4680,0.9268207476051262
4690,0.9223077257510544
4700,0.9292655970120812
4710,0.9199562493785424
4720,0.9220746086417728
4730,0.9270550425493392
4740,0.9252426691060628
4750,0.925981751678122
4760,0.9236233415521896
4770,0.921569016487768
4780,0.9184491009280742
4790,0.9197886647454372
4800,0.918964229094156
4810,0.8973324129638495
4820,0.9201270843451512
4830,0.9237376366475794
4840,0.9265969648110902
4850,0.920584632281502
4860,0.9199818140486474
4870,0.9155666136798212
4880,0.922804703813606
4890,0.9201762789806476
4900,0.9261400003879202
4910,0.9204351624578776
4920,0.9244735873963946
4930,0.921939051744141
4940,0.9206816592439914
4950,0.9250345065562456
4960,0.921921921921922
4970,0.9232221637225178
4980,0.9235947492426791
4990,0.9197110832177224
5000,0.9226770630279402
5010,0.8976412958007897
5020,0.9265624710310176
5030,0.9262137785453848
5040,0.9119839388308664
5050,0.9154905563869892
5060,0.9252427369665986
5070,0.923918640576725
5080,0.9198616315941194
5090,0.9264079022870728
5100,0.9178571428571428
5110,0.92590898696547
5120,0.9284385506801154
5130,0.9227220956719818
5140,0.9251425233174192
5150,0.9203057228281468
5160,0.9171779141104296
5170,0.919753838654643
5180,0.9248931949954228
5190,0.9217713092555456
5200,0.9247338124082922
5210,0.8978289846910964
5220,0.9188397129186604
5230,0.9238929799677464
5240,0.9205104090967384
5250,0.9246155602923264
5260,0.9203866395487807
5270,0.921367324181951
5280,0.9195138175001512
5290,0.9191722435440012
5300,0.9259252945087544
5310,0.9182739033714176
5320,0.9203303973084338
5330,0.9179326695116168
5340,0.9208965746039643
5350,0.9225582105683608
5360,0.9234638225669616
5370,0.92200807751062
5380,0.9189064966727284
5390,0.9189088703207248
5400,0.918479819709076
5410,0.8979738517825377
5420,0.923932458501036
5430,0.9159463921530544
5440,0.9195815176853924
5450,0.9214453184915748
5460,0.9201427711361486
5470,0.9205920853891854
5480,0.927624678172976
5490,0.918249805061317
5500,0.9167308185783936
5510,0.9208537852094748
5520,0.9213011969709308
5530,0.927460250886491
5540,0.9228338637235652
5550,0.9260712636924496
5560,0.9218688815152202
5570,0.9264403392951592
5580,0.9212817119317016
5590,0.9152294098190238
5600,0.9219640864360352
5610,0.8979210399875953
5620,0.915545632151828
5630,0.9238356922590336
5640,0.9169556171983356
5650,0.919017183971832
5660,0.9235659664392272
5670,0.9233362800929256
5680,0.9224107048783058
5690,0.9158667314085086
5700,0.9142067351344808
5710,0.922596602197624
5720,0.9208663240775458
5730,0.9187968113090098
5740,0.923109320637246
5750,0.9231573882298792
5760,0.918399964969129
5770,0.9179521248987896
5780,0.9266387434554972
5790,0.9240665083135392
5800,0.9210902733630006
5810,0.8983233200208369
5820,0.9240107459551176
5830,0.9221022833853448
5840,0.924595677146312
5850,0.928366858157335
5860,0.9212315749461504
5870,0.9204894774178292
5880,0.921193542608038
5890,0.9207430593915588
5900,0.9270577056857322
5910,0.9259573369715518
5920,0.9189095596298504
5930,0.9236727045596502
5940,0.9221489769942438
5950,0.9243410168743796
5960,0.9203613116960426
5970,0.921736095427762
5980,0.9268549474500822
5990,0.9181407644013658
6000,0.9191237198546416
6010,0.8984361362257239
6020,0.9198390370713294
6030,0.9247196373180624
6040,0.9192836266401344
6050,0.9240143369175629
6060,0.9260059062384643
6070,0.9254851325810738
6080,0.9203936314905192
6090,0.9235556640284508
6100,0.9183954062032432
6110,0.9161496810399632
6120,0.919942961906702
6130,0.9143194757761306
6140,0.9300427441347696
6150,0.9212606445829769
6160,0.9219395925663848
6170,0.921500630517024
6180,0.9239439893091628
6190,0.9224457222370008
6200,0.9230754652617216
6210,0.8985250647273253
6220,0.9206684631938116
6230,0.9202381792934642
6240,0.9205518465777744
6250,0.915951972555746
6260,0.915636804551602
6270,0.9230607123014732
6280,0.919591953086822
6290,0.9187398506008444
6300,0.9185390572712496
6310,0.9214898971208644
6320,0.92397909240345
6330,0.925962222094118
6340,0.9227859274515572
6350,0.91509923905435
6360,0.9210946823358076
6370,0.9214383547641924
6380,0.9246016957048356
6390,0.9237412484802752
6400,0.9225074512066148
6410,0.8989231887476353
6420,0.921175315912158
6430,0.92169341449917
6440,0.9274096329679704
6450,0.9289847448711204
6460,0.9257905986809654
6470,0.9265130268666424
6480,0.9182263563091232
6490,0.9245098571661328
6500,0.9232632966351372
6510,0.9183231601980882
6520,0.92345086717473
6530,0.9197726462550004
6540,0.9237231400496708
6550,0.9240680613209484
6560,0.9211747515133998
6570,0.9240893854748604
6580,0.9228656919930308
6590,0.9187521876093804
6600,0.9261451863354038
6610,0.8986197942646847
6620,0.9180904522613064
6630,0.9243222308288148
6640,0.9231599933543778
6650,0.9271365788332044
6660,0.917887165265621
6670,0.923426528238487
6680,0.9214753637601886
6690,0.9205819372716968
